trade_id,scenario_id,symbol,entry_time,entry_price,exit_time,exit_price,exit_reason,position_size,pnl,pnl_pct,fees,slippage
202,S001_RR1,BTC/USDT,2024-05-04T06:05:00,63129.94,2024-05-04T06:55:00,62926.74383836176,Stop Loss,0.28716122260633387,-112.73547046534462,-0.3218697208301474,72.45553295565306,18.1284707534645
203,S001_RR1,BTC/USDT,2024-05-04T06:10:00,63131.95,2024-05-04T06:55:00,62945.84665991352,Stop Loss,0.28673769201224386,-107.66977111786302,-0.2947847169087542,72.35587569871734,18.102309635232377
204,S001_RR1,BTC/USDT,2024-05-04T06:15:00,63164.53,2024-05-04T06:40:00,62984.90443859172,Stop Loss,0.2861917264586659,-105.63884721049237,-0.2843772626951812,72.25725621706525,18.0771658916502
205,S001_RR1,BTC/USDT,2024-05-04T06:20:00,63181.36,2024-05-04T06:40:00,63011.53651344616,Stop Loss,0.2857240326972972,-102.67995033637744,-0.2687873235932873,72.16120923057395,18.052432970499705
206,S001_RR1,BTC/USDT,2024-05-04T06:25:00,63189.46,2024-05-04T06:40:00,63028.54164498667,Stop Loss,0.2853054322408924,-99.99576942767756,-0.2546601205538569,72.06727391264175,18.02829619836858
207,S001_RR1,BTC/USDT,2024-05-04T06:30:00,63108.23,2024-05-04T06:55:00,62940.60542565512,Stop Loss,0.2852987727182264,-101.83718704026852,-0.2656144441776955,71.97097918434022,18.004700567419558
208,S001_RR1,BTC/USDT,2024-05-04T06:35:00,63030.88,2024-05-04T07:10:00,62864.1593689011,Stop Loss,0.28526877229883335,-101.50241501401477,-0.2645062723206444,71.87540682830989,17.98074175451509
209,S001_RR1,BTC/USDT,2024-05-04T07:40:00,63064.5,2024-05-04T09:20:00,63298.65099475183,Take Profit,0.2847379212583832,12.801103600620166,0.3712881173272252,71.89409020830345,17.956854635199306
210,S001_RR1,BTC/USDT,2024-05-04T07:45:00,63015.25,2024-05-04T09:00:00,63236.347528784914,Take Profit,0.2849438850224175,9.132958368852535,0.3508635271381359,71.88624099145642,17.9558101506589
211,S001_RR1,BTC/USDT,2024-05-04T08:00:00,63000.0,2024-05-04T08:45:00,63199.26387281199,Take Profit,0.28498465047975874,2.9250462058944535,0.3162918616063377,71.87291906604578,17.954032980224802
212,S001_RR1,BTC/USDT,2024-05-04T08:05:00,63040.19,2024-05-04T09:00:00,63233.41202310373,Take Profit,0.28475510345766564,1.1679097028788625,0.3065060925478304,71.8590842589428,17.9510158254409
213,S001_RR1,BTC/USDT,2024-05-04T08:10:00,63045.05,2024-05-04T08:25:00,62935.57454798606,Stop Loss,0.2846797361573183,-85.00838739510628,-0.17364638780354602,71.75942735730473,17.947648200024943
214,S001_RR1,BTC/USDT,2024-05-04T08:15:00,63100.0,2024-05-04T08:20:00,62989.59127492125,Stop Loss,0.2841055978762993,-85.14892652724136,-0.1749742077317731,71.67688516712869,17.927063225994488
215,S001_RR1,BTC/USDT,2024-05-04T08:20:00,62984.98,2024-05-04T08:45:00,63196.69593622486,Take Profit,0.284297213424394,6.4708878014899085,0.3361371809991155,71.68600745707101,17.90645430159119
